id,age,country,employment_type,years_employed,annual_income,years_credit_history,num_credit_accounts,credit_score,past_defaults,payment_history_score,total_portfolio_value,btc_pct,eth_pct,stablecoins_pct,other_pct,portfolio_volatility_30d,transaction_frequency_30d,average_transaction_size,wallet_age_days,smart_contract_interactions,defi_experience_level,gas_fee_spending_30d,requested_loan_amount,loan_purpose,collateral_amount,collateral_type,requested_term_months,ltv_ratio,debt_to_income_ratio,risk_score,default_in_12_months,actual_repayment_days,generated_at,generator_version
SYNTH_004938,46,US,self_employed,17,15000,23,1,850,0,100,514945,3.63,44.93,30.88,20.56,39.941291813474045,9,56926,552,7,21,403,1000,personal,1860,USDT,12,53.76,0.56,41.69,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004939,18,SG,self_employed,0,34125,0,7,755,0,91,219596,39.35,13.59,42.12,4.94,30.718480200678478,20,36668,317,9,30,651,1000,other,1278,DAI,12,78.25,0.24,45.98,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004940,42,UK,full_time,23,25369,20,4,843,0,100,176026,5.42,10.66,36.37,47.54,37.599946353720675,15,14684,428,12,39,716,1000,emergency,1355,USDC,12,73.8,0.33,40.12,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004941,32,UK,self_employed,6,44685,13,5,706,1,72,989318,78.37,11.36,9.25,1.02,44.87241656832322,6,136517,160,8,7,188,1000,education,1305,DAI,12,76.63,0.19,51.3,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004942,35,US,self_employed,13,116506,17,3,746,0,66,902852,11.44,31.75,55.85,0.97,19.251215332014496,12,120747,641,3,21,133,1000,personal,1736,USDT,3,57.6,0.07,30.18,0,85.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004943,26,UK,student,0,25374,7,8,843,0,97,150983,9.93,52.77,37.3,0.01,41.3901199079641,18,39045,331,7,23,429,1000,personal,1234,USDC,12,81.04,0.33,45.86,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004944,55,AU,full_time,32,123142,32,0,746,0,88,1117857,8.22,18.03,72.37,1.39,23.793931144633948,12,145928,627,7,13,111,1000,emergency,1278,BTC,6,78.25,0.07,36.42,0,177.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004945,47,UK,self_employed,25,30831,29,4,772,0,75,1658669,8.22,29.91,46.76,15.11,24.381205031135117,16,255896,267,10,42,570,1000,emergency,1713,USDC,24,58.38,0.27,38.03,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004946,26,CA,full_time,4,63976,6,5,850,0,100,88982,27.08,48.13,22.64,2.15,40.36890044612835,13,26541,790,4,17,503,1000,business,1542,USDT,36,64.85,0.13,37.24,0,1077.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004947,18,UK,full_time,0,114830,0,5,753,1,89,60833,15.64,20.94,16.43,46.99,39.41873849081137,8,4040,163,5,11,189,1000,investment,1766,DAI,12,56.63,0.07,34.79,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004948,30,UK,full_time,4,50904,8,4,822,0,95,3692,8.25,42.11,43.81,5.83,20.412063742209213,17,527,443,12,21,272,1000,emergency,1655,ETH,12,60.42,0.16,36.01,0,389.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004949,40,DE,full_time,14,67909,20,1,584,1,35,562808,35.48,25.38,33.93,5.2,32.00556182881014,12,50508,156,10,2,163,1000,personal,1729,USDC,36,57.84,0.12,48.01,0,1067.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004950,37,OTHER,full_time,16,44266,19,1,647,0,62,72155,25.7,21.82,52.31,0.17,32.90839704154213,12,10250,762,6,6,288,1000,other,1752,USDC,12,57.08,0.19,47.07,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004951,50,US,full_time,31,85837,27,2,832,0,85,1165640,16.61,11.48,46.59,25.32,33.85634513562066,12,296714,456,8,30,248,1000,business,1379,USDT,24,72.52,0.1,33.06,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004952,44,US,self_employed,25,101642,26,3,712,0,76,101517,20.38,19.34,51.69,8.59,35.958592036567794,14,14149,314,7,15,674,1000,personal,1992,DAI,12,50.2,0.08,34.07,0,370.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004953,46,DE,self_employed,22,99195,26,5,781,0,92,192364,25.55,16.45,13.85,44.15,29.41484931174108,14,45101,340,4,0,351,1000,business,1558,USDT,12,64.18,0.08,35.1,0,362.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004954,38,OTHER,full_time,20,68484,19,6,733,0,93,615677,16.24,22.46,47.27,14.02,29.423031918110965,7,132645,952,12,24,215,1000,personal,1877,ETH,12,53.28,0.12,36.84,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004955,18,OTHER,full_time,0,15000,0,3,622,1,73,4717,7.3,22.91,61.8,7.99,32.43424729992882,14,768,356,5,16,553,1000,investment,1980,Mixed,3,50.51,0.56,50.75,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004956,32,SG,self_employed,10,267165,13,3,601,0,48,593737,11.69,10.39,59.43,18.49,23.84374214738714,8,97939,261,7,31,311,1000,business,1799,USDT,6,55.59,0.03,35.75,0,165.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004957,47,SG,full_time,11,203575,26,3,811,0,85,163179,21.92,14.8,33.34,29.94,27.39845021272783,12,43375,146,7,0,323,1000,business,1439,USDC,6,69.49,0.04,35.0,0,182.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004958,34,DE,full_time,8,106512,13,3,694,1,75,188357,7.42,18.33,73.93,0.31,10.995103462476308,10,18627,629,3,9,262,1000,business,1466,USDC,12,68.21,0.08,37.02,0,376.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004959,41,DE,self_employed,12,81102,23,2,850,0,99,12513,20.32,45.99,32.06,1.63,30.971087948455505,11,2021,1056,8,10,93,1000,education,1674,USDT,12,59.74,0.1,32.78,0,378.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004960,31,DE,full_time,11,123750,12,4,838,0,94,134754,14.39,35.61,45.4,4.6,31.333788579412307,9,25265,154,12,14,310,1000,business,1384,USDT,12,72.25,0.07,31.78,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004961,22,JP,full_time,0,82324,4,5,685,1,59,51993,18.44,25.21,38.98,17.37,17.59563945114803,10,3318,119,4,3,366,1000,investment,1712,USDT,36,58.41,0.1,38.94,0,987.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004962,33,CA,full_time,6,147264,15,1,793,0,100,436648,15.28,12.0,72.02,0.7,21.092595057497885,9,50239,575,6,15,95,1000,business,1681,ETH,36,59.49,0.06,30.17,0,1091.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004963,38,SG,full_time,17,56859,20,5,708,0,64,84838,13.75,37.89,20.71,27.65,32.75672887578543,15,12367,1180,10,56,677,1000,investment,1969,USDC,12,50.79,0.15,34.35,0,373.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004964,27,SG,part_time,0,23246,9,5,650,1,71,59211,15.25,27.35,54.33,3.07,28.170058679610474,13,9997,562,5,16,327,1000,education,1428,USDC,12,70.03,0.36,51.55,0,360.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004965,32,DE,full_time,5,202797,14,2,757,1,48,136800,34.57,8.05,39.46,17.92,31.1746457130932,12,9903,1148,8,38,203,1000,business,1275,BTC,12,78.43,0.04,33.44,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004966,23,SG,full_time,0,111450,5,5,781,0,89,688852,21.6,39.16,30.5,8.74,42.71797250578512,13,54268,759,8,38,187,1000,other,1534,ETH,6,65.19,0.07,31.08,0,172.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004967,48,SG,self_employed,28,174157,28,2,849,0,100,110163,36.44,37.2,25.18,1.17,34.867437111156406,11,30088,759,9,40,252,1000,education,1661,USDT,36,60.2,0.05,26.08,0,1055.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004968,31,US,full_time,13,26864,13,4,637,0,73,2254055,44.47,13.02,42.1,0.42,24.520145780571312,17,559964,284,7,39,741,1000,education,1447,ETH,24,69.11,0.31,46.81,0,768.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004969,52,US,full_time,27,50437,31,3,650,2,49,5460,11.24,27.99,40.0,20.77,42.42591511371227,9,532,1497,11,27,323,1000,emergency,1614,ETH,12,61.96,0.17,45.86,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004970,53,SG,student,0,15000,35,5,700,0,69,83293,16.03,48.23,34.88,0.85,33.7578319305997,6,8808,576,7,14,91,1000,personal,1979,ETH,12,50.53,0.56,47.91,0,387.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004971,34,AU,student,0,15000,16,2,641,0,69,218403,10.92,25.27,63.6,0.22,20.092409455315813,10,48002,427,19,35,185,1000,other,1506,USDT,36,66.4,0.56,47.6,0,1164.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004972,22,US,full_time,0,47847,4,2,617,0,69,133825,14.14,21.5,48.56,15.8,37.8657922945694,7,9548,229,8,8,92,1000,business,1335,USDT,12,74.91,0.17,52.31,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004973,18,SG,full_time,0,32853,0,1,676,1,67,8770,8.68,70.82,19.57,0.93,47.82342472431167,19,645,177,10,20,289,1000,personal,1422,USDT,24,70.32,0.25,52.21,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004974,18,UK,self_employed,0,58537,0,7,620,0,50,222357,6.74,56.59,36.09,0.57,34.84052196187859,9,28863,173,7,6,71,1000,investment,1241,USDC,6,80.58,0.14,51.48,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004975,18,US,full_time,0,61912,0,1,708,1,82,31170,23.47,43.23,30.47,2.84,32.912118190361156,9,5216,927,8,0,268,1000,business,1764,USDC,3,56.69,0.13,43.57,0,85.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004976,51,OTHER,full_time,31,42068,32,5,780,0,89,53606,4.0,57.21,29.83,8.96,31.963328870595795,11,5531,89,11,8,313,1000,investment,1427,USDT,12,70.08,0.2,44.27,0,343.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004977,36,JP,full_time,10,92622,18,1,708,1,70,90238,12.57,57.32,17.26,12.85,35.864520047869846,10,16811,72,3,14,235,1000,emergency,1862,DAI,3,53.71,0.09,37.17,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004978,39,US,full_time,16,85861,21,4,776,0,95,155740,17.95,10.99,63.07,7.98,36.36339020269794,12,21904,447,9,33,79,1000,emergency,1552,DAI,6,64.43,0.1,33.26,0,182.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004979,18,CA,full_time,0,29519,0,0,699,0,70,293879,23.99,55.31,18.66,2.04,39.31059387110105,10,74701,324,12,11,451,1000,personal,1938,DAI,12,51.6,0.28,47.09,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004980,20,UK,full_time,0,100110,2,2,805,0,100,718997,19.87,25.91,43.27,10.94,29.696249170250102,7,64255,419,6,7,74,1000,business,1200,USDT,36,83.33,0.08,37.39,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004981,45,OTHER,self_employed,24,89172,27,3,759,0,79,20497,11.77,12.38,66.58,9.27,25.389059840421393,14,1515,432,7,16,689,1000,other,1467,USDC,24,68.17,0.09,35.88,0,670.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004982,38,UK,full_time,20,21332,17,5,620,1,63,40953,11.73,43.4,31.81,13.06,31.05351723211346,9,4297,541,8,26,194,1000,emergency,1886,Mixed,12,53.02,0.39,48.11,0,333.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004983,33,US,full_time,8,23234,11,2,630,1,85,4231,18.92,25.09,54.74,1.25,33.562666587434094,18,282,736,7,8,460,1000,business,1783,USDC,3,56.09,0.36,52.54,0,85.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004984,41,DE,full_time,18,128169,23,5,850,0,93,160433,30.73,22.05,45.55,1.67,35.97514356343293,10,27315,158,8,21,131,1000,personal,1786,ETH,6,55.99,0.07,27.89,0,180.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004985,54,JP,self_employed,35,121619,32,0,673,0,39,67502,21.03,60.88,12.33,5.76,42.24901328807559,9,10818,176,6,18,63,1000,emergency,1706,ETH,3,58.62,0.07,38.49,0,92.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004986,32,US,full_time,14,59387,13,5,630,0,57,828732,26.65,30.31,26.73,16.32,30.71499370668606,6,149563,198,8,2,120,1000,education,1577,BTC,12,63.41,0.14,49.11,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004987,35,CA,full_time,3,64128,15,9,532,2,54,452825,0.85,11.99,41.94,45.21,35.73199558536226,11,96313,739,9,25,187,1000,investment,1777,USDC,12,56.27,0.13,47.27,0,332.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004988,37,US,full_time,12,32736,19,4,849,0,100,977952,4.87,26.0,63.15,5.98,23.819457862182865,8,126275,1613,9,14,104,1000,education,1271,USDC,3,78.68,0.25,42.33,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004989,63,OTHER,full_time,37,94235,45,7,763,0,74,711707,35.87,34.92,27.03,2.19,37.927376671263715,7,84416,619,7,27,38,1000,personal,1758,USDT,12,56.88,0.09,32.45,0,334.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004990,18,US,part_time,0,15000,0,4,566,0,86,114476,19.34,6.5,66.2,7.96,20.986662690967744,20,23859,928,6,15,288,1000,emergency,1900,ETH,12,52.63,0.56,51.77,0,336.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004991,43,OTHER,self_employed,17,93076,24,3,543,0,36,338500,9.85,31.22,58.39,0.54,24.916410970341612,8,87253,443,13,23,99,1000,education,1335,DAI,36,74.91,0.09,45.01,0,974.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004992,33,SG,full_time,13,75838,14,2,715,1,74,186262,21.54,14.85,52.3,11.32,41.14917693560123,18,35417,148,13,19,485,1000,education,1725,USDT,36,57.97,0.11,39.33,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004993,41,UK,self_employed,19,36185,23,7,716,0,58,3697,13.99,49.81,27.95,8.25,24.68421981499997,7,514,532,10,0,277,1000,investment,1545,ETH,36,64.72,0.23,47.75,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004994,27,OTHER,full_time,8,34165,9,4,850,0,100,53140,13.35,44.72,23.54,18.39,37.84278203293592,9,3573,280,8,8,79,1000,personal,1669,USDT,6,59.92,0.24,41.81,0,191.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004995,34,OTHER,full_time,15,98532,16,9,742,0,67,33034,28.22,17.76,31.78,22.24,31.926195106885917,12,6561,252,5,24,551,1000,personal,1364,USDC,3,73.31,0.08,36.4,0,98.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004996,43,CA,full_time,23,142910,22,5,691,0,86,3632210,10.83,25.25,28.56,35.37,25.868444640151626,15,961932,1239,8,35,312,1000,education,1200,ETH,24,83.33,0.06,38.14,0,665.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004997,72,US,self_employed,48,240841,54,2,800,0,80,8543,12.92,19.64,63.81,3.63,27.735225597540833,15,788,216,8,25,383,1000,business,1618,ETH,3,61.8,0.03,30.22,0,95.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004998,44,SG,full_time,22,71678,25,2,687,0,72,71168,25.81,47.77,18.65,7.76,32.11754793868178,9,15600,275,8,7,145,1000,personal,1215,USDC,12,82.3,0.12,46.19,0,368.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_004999,24,SG,full_time,0,121305,4,3,629,0,62,581146,7.3,31.19,59.91,1.6,26.835539180396918,9,104481,288,7,1,289,1000,other,1762,USDT,6,56.75,0.07,40.06,0,162.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005000,29,SG,full_time,1,35354,10,3,659,1,67,988236,9.23,57.61,32.53,0.63,39.18615300278673,13,177553,150,8,20,151,1000,other,1241,USDT,6,80.58,0.24,51.71,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005001,29,DE,full_time,10,15000,10,2,561,1,55,4583,21.17,23.44,32.94,22.45,39.66491809991884,17,417,300,9,22,631,1000,business,1522,ETH,24,65.7,0.56,56.78,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005002,18,US,self_employed,0,41400,0,4,824,0,100,2275201,22.36,14.49,55.48,7.66,19.299262652203417,10,364027,465,11,33,228,1000,education,1447,USDC,6,69.11,0.2,36.57,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005003,31,CA,student,0,15000,13,3,748,1,81,271483,12.31,20.77,66.65,0.28,23.241760428302932,18,65005,430,9,28,240,1000,personal,1419,ETH,6,70.47,0.56,46.3,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005004,43,CA,self_employed,23,51091,25,2,738,0,66,194876,36.17,39.01,18.91,5.92,43.584019152488395,11,18945,355,11,23,128,1000,business,1807,ETH,12,55.34,0.16,41.16,0,358.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005005,19,US,self_employed,0,100203,0,3,717,0,66,46612,31.91,30.95,34.3,2.84,30.878383445183196,4,13441,565,9,2,153,1000,business,1308,ETH,6,76.45,0.08,40.01,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005006,47,DE,part_time,16,43003,27,2,715,0,73,471973,26.4,24.57,42.91,6.12,34.08285550312991,11,67288,1000,11,42,365,1000,business,1749,BTC,12,57.18,0.19,40.3,0,355.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005007,40,DE,full_time,12,161912,22,6,805,0,93,91637,8.91,27.57,56.74,6.78,23.111624201640232,16,8215,690,4,40,765,1000,investment,1772,Mixed,36,56.43,0.05,26.14,0,1061.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005008,26,CA,full_time,1,39885,8,1,799,0,80,154032,27.0,46.88,25.26,0.86,37.74299244837191,7,27567,296,10,11,214,1000,emergency,1762,USDC,6,56.75,0.21,42.41,0,175.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005009,33,US,full_time,11,56173,15,5,731,1,65,156672,21.42,38.78,36.37,3.43,31.94930696113433,9,44774,466,12,22,414,1000,emergency,1722,DAI,12,58.07,0.15,40.85,0,363.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005010,54,DE,full_time,35,130992,35,5,850,0,100,799225,11.39,28.39,57.73,2.49,35.804540892163445,5,215575,879,5,20,25,1000,business,1549,Mixed,24,64.56,0.06,30.11,0,744.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005011,43,US,full_time,24,146610,25,1,787,0,83,162975,14.36,48.37,25.95,11.32,34.55511000690887,10,44636,635,11,27,182,1000,emergency,1572,USDC,12,63.61,0.06,31.01,0,335.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005012,35,SG,full_time,15,202843,17,4,742,0,80,3884875,24.28,27.14,42.26,6.31,27.871238510261936,14,794343,526,8,29,626,1000,business,1781,USDC,6,56.15,0.04,31.28,0,187.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005013,32,AU,full_time,9,56571,11,1,836,0,100,1572764,39.06,34.2,23.7,3.04,40.96345011804396,17,259177,1185,7,59,268,1000,other,1978,ETH,6,50.56,0.15,30.64,0,178.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005014,35,CA,full_time,17,15000,16,2,626,0,63,191165,34.85,26.53,38.16,0.47,30.151942340036186,10,46697,771,6,10,233,1000,business,1764,USDT,3,56.69,0.56,53.25,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005015,28,US,part_time,8,15000,10,2,670,0,61,69215,21.53,23.57,54.48,0.42,29.901735863995945,7,18004,753,8,13,50,1000,education,1858,USDT,12,53.82,0.56,48.48,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005016,18,DE,full_time,0,184711,0,6,673,1,74,255025,8.38,22.07,63.01,6.54,24.70035978113226,14,20897,1161,7,14,442,1000,education,1598,USDC,12,62.58,0.05,36.4,0,389.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005017,59,OTHER,full_time,39,78628,41,3,797,0,100,275172,30.39,33.36,20.36,15.89,33.381801412957486,12,61425,361,9,12,283,1000,emergency,1810,USDC,12,55.25,0.11,34.58,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005018,36,US,self_employed,12,247755,18,2,754,0,76,154411,21.74,20.29,40.81,17.17,29.00731542741896,19,24892,266,9,22,290,1000,investment,1884,USDC,6,53.08,0.03,30.72,0,171.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005019,39,JP,full_time,16,80380,17,0,850,0,100,978234,42.59,27.04,19.05,11.32,42.83768352280971,19,96309,220,7,5,623,1000,business,1461,BTC,6,68.45,0.1,38.09,0,183.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005020,34,CA,full_time,3,157039,15,5,840,0,100,190253,28.46,25.06,34.45,12.03,31.56419483157961,7,43576,790,9,25,244,1000,personal,1216,USDT,12,82.24,0.05,32.96,0,386.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005021,26,AU,full_time,2,107190,8,1,737,1,76,19710,11.59,34.77,26.21,27.43,34.863384554207514,12,4703,344,10,18,530,1000,personal,1511,USDC,24,66.18,0.08,35.8,0,664.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005022,32,US,self_employed,14,30058,14,1,838,0,94,55696,45.19,11.12,31.68,12.01,39.52247621352808,9,11657,344,9,10,316,1000,business,1852,ETH,3,54.0,0.28,42.29,0,95.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005023,18,US,student,0,41013,0,6,654,0,87,23743,34.52,23.86,20.99,20.63,38.904066864963745,13,6050,1574,4,31,121,1000,investment,1638,USDT,24,61.05,0.2,46.71,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005024,62,OTHER,self_employed,40,56228,42,3,673,0,76,34822,35.16,3.14,58.14,3.55,29.74175459093496,13,4373,192,3,5,196,1000,education,1990,USDT,12,50.25,0.15,43.64,0,376.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005025,20,UK,full_time,1,100729,0,6,745,0,75,102341,39.16,12.9,32.94,15.0,34.60629195256754,14,6347,248,9,31,187,1000,personal,1758,USDT,12,56.88,0.08,32.22,0,335.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005026,22,US,full_time,1,88930,4,7,695,1,63,28177,5.44,31.06,48.11,15.38,28.564754556044658,15,2439,460,8,34,519,1000,personal,1429,BTC,12,69.98,0.09,37.16,0,331.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005027,29,DE,full_time,3,131231,10,2,778,0,71,4893129,4.05,23.6,68.18,4.16,30.751772095289194,8,501668,228,4,12,298,1000,investment,1430,ETH,6,69.93,0.06,35.27,0,179.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005028,50,US,part_time,28,44035,29,3,850,0,88,68785,21.22,20.3,42.18,16.29,25.69660279453823,7,16090,731,11,21,136,1000,education,1761,USDC,12,56.79,0.19,35.04,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005029,35,AU,self_employed,8,158140,17,3,705,0,79,14295,38.93,19.24,36.58,5.24,23.594882366592028,15,1856,1262,9,18,164,1000,education,1659,USDC,36,60.28,0.05,34.89,0,1178.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005030,20,DE,full_time,0,25937,1,3,642,1,66,865531,36.48,35.2,25.54,2.78,24.915889833199657,19,46455,582,13,20,862,1000,investment,1906,USDT,24,52.47,0.32,46.58,0,785.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005031,50,JP,self_employed,24,98990,32,4,674,0,62,399408,4.81,43.86,31.94,19.39,36.83102101265654,12,51777,944,6,22,208,1000,education,1571,DAI,12,63.65,0.08,38.26,0,330.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005032,43,AU,full_time,24,144830,25,3,796,0,92,57366,39.22,43.03,15.2,2.55,40.68129901094098,10,15047,434,6,27,85,1000,other,1206,USDT,24,82.92,0.06,35.76,0,686.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005033,41,US,part_time,16,84049,23,0,850,0,77,13995,17.91,23.11,42.99,15.98,32.016262326566505,5,3186,338,4,10,239,1000,education,1431,USDC,12,69.88,0.1,34.7,0,331.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005034,43,UK,student,0,15000,23,7,615,0,66,710984,29.79,33.95,33.34,2.91,33.38265189822009,14,54134,167,8,26,479,1000,business,1211,USDC,12,82.58,0.56,56.08,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005035,63,AU,full_time,40,188936,45,3,826,0,100,545622,10.51,18.73,69.11,1.64,14.196361966405023,15,120405,226,4,18,341,1000,personal,1666,USDC,12,60.02,0.04,27.65,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005036,61,UK,self_employed,40,210884,43,3,757,0,90,42686,26.03,37.61,33.35,3.01,31.315635910922936,12,10340,500,8,0,217,1000,business,1899,DAI,6,52.66,0.04,34.39,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005037,26,OTHER,full_time,0,95831,8,5,712,0,77,61802,9.61,37.14,47.27,5.99,29.284880996795426,7,8332,348,9,8,221,1000,business,1365,USDT,24,73.26,0.09,39.87,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005038,54,CA,full_time,29,75758,36,0,688,1,76,2510879,32.65,28.6,38.16,0.59,36.307145628298564,23,614739,687,6,38,795,1000,business,1909,DAI,12,52.38,0.11,36.86,0,336.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005039,39,US,self_employed,17,15000,17,4,813,1,68,199981,14.4,22.98,50.23,12.39,37.59879680519249,11,12796,528,6,6,376,1000,emergency,1271,ETH,36,78.68,0.56,49.54,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005040,40,JP,full_time,22,131346,18,3,850,0,100,123331,26.28,27.11,45.77,0.84,33.03818337479476,8,31977,591,6,16,111,1000,business,1499,USDT,24,66.71,0.06,30.71,0,760.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005041,18,US,full_time,0,110329,0,4,738,1,70,44777,26.74,32.12,38.84,2.29,26.40638067438112,10,6863,320,6,10,467,1000,personal,1733,ETH,12,57.7,0.08,34.42,0,357.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005042,32,US,self_employed,12,194514,14,3,821,0,100,459310,3.97,33.97,38.95,23.12,36.42573286134551,14,117085,274,7,4,543,1000,emergency,1281,USDT,36,78.06,0.04,37.05,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005043,25,CA,self_employed,1,21079,3,2,663,0,75,241251,24.71,18.31,40.8,16.17,43.339584531746304,10,24157,594,6,0,172,1000,education,1880,USDC,12,53.19,0.4,52.85,0,338.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005044,44,JP,full_time,20,15000,26,3,710,0,83,55351,51.94,13.2,29.16,5.7,37.28704433151513,13,8592,424,6,19,501,1000,business,1773,ETH,12,56.4,0.56,48.23,0,387.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_005045,47,SG,full_time,22,60027,28,4,708,0,68,41235,30.81,26.41,42.63,0.16,26.351056805113238,10,4412,122,8,18,74,1000,other,1713,USDC,12,58.38,0.14,40.83,0,355.0,2026-01-03T01:25:43.880677,1.0.0
